DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO_POBLADO,LATITUD,LONGITUD
LIMA,YAUYOS,YAUYOS,YAUYOS,-12.45967704,-75.91868366
LIMA,YAUYOS,YAUYOS,CAMARA,-12.46295,-75.90827
LIMA,YAUYOS,YAUYOS,ÑAUPAHUASI,-12.46638,-75.92145
LIMA,LIMA,LIMA,LIMA,-12.04597289,-77.03056746
LIMA,LIMA,CIENEGUILLA,SANTA ROSA DE CHONTAY (CHONTAY),-12.03446,-76.71
LIMA,LIMA,EL AGUSTINO,EL AGUSTINO,-12.04998154,-76.99871
LIMA,LIMA,INDEPENDENCIA,INDEPENDENCIA,-11.99679056,-77.05481
LIMA,LIMA,JESUS MARIA,JESUS MARIA,-12.07517667,-77.043891
LIMA,LIMA,LA MOLINA,LA MOLINA,-12.07798442,-76.91
LIMA,LIMA,LA VICTORIA,LA VICTORIA,-12.06394688,-77.03001
LIMA,LIMA,LINCE,LINCE,-12.08250088,-77.031
LIMA,LIMA,LOS OLIVOS,LAS PALMERAS,-11.99152584,-77.071
LIMA,LIMA,LURIGANCHO,CHOSICA,-11.93643485,-76.696721
LIMA,LIMA,LURIN,PAMPA DE LURIN,-12.26706,-76.83946
LIMA,LIMA,LURIN,LA QUERENCIA,-12.27205644,-76.8365561
LIMA,LIMA,PUCUSANA,HONDA,-12.442964,-76.77708
LIMA,LIMA,PUCUSANA,QUIPA,-12.445647,-76.781
LIMA,LIMA,PUCUSANA,LOS PELICANOS,-12.443874,-76.77943
LIMA,LIMA,PUCUSANA,GRANJA SANTA ELENA,-12.46287,-76.7861
LIMA,LIMA,PUCUSANA,POSEIDON - LOBO VARADO,-12.46878,-76.78768
LIMA,LIMA,PUNTA HERMOSA,AVICOLA SAN CIRILO DE LOMA NEGRA - 02,-12.32569,-76.821
LIMA,LIMA,PUNTA HERMOSA,PAMPA MAMAY,-12.29667,-76.8251
LIMA,LIMA,PUNTA HERMOSA,CERRO BOTIJA,-12.3422,-76.81
LIMA,LIMA,PUNTA HERMOSA,AGRICULTORES Y GANADEROS,-12.30847,-76.81
LIMA,LIMA,PUNTA NEGRA,PUNTA NEGRA,-12.36548459,-76.7951
LIMA,LIMA,PUNTA NEGRA,CHANCHERIA,-12.35817,-76.76481
LIMA,LIMA,RIMAC,RIMAC,-12.04233517,-77.0261
LIMA,LIMA,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,-12.02836153,-77.00821
LIMA,LIMA,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,-12.16332419,-76.96261
LIMA,LIMA,SAN MIGUEL,SAN MIGUEL,-12.09237392,-77.08001
LIMA,LIMA,SANTA ROSA,SANTA ROSA,-11.79701627,-77.1
LIMA,LIMA,SURQUILLO,SURQUILLO,-12.11717649,-77.020621
LIMA,LIMA,VILLA EL SALVADOR,VILLA EL SALVADOR,-12.21222766,-76.93481
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,-12.16262873,-76.94421
LIMA,BARRANCA,BARRANCA,POTAO,-10.71287,-77.7401
LIMA,BARRANCA,BARRANCA,ARAYA GRANDE,-10.6731,-77.62585
LIMA,BARRANCA,BARRANCA,SANTA ELENA NORTE,-10.72821,-77.71
LIMA,BARRANCA,BARRANCA,CENICERO,-10.76695,-77.7541
LIMA,BARRANCA,BARRANCA,SANTA MARGARITA,-10.7678,-77.741
LIMA,BARRANCA,BARRANCA,SANTA EMILIA,-10.76876,-77.74243
LIMA,BARRANCA,BARRANCA,SAN JORGE,-10.75262,-77.724925
LIMA,BARRANCA,PARAMONGA,PARAMONGA,-10.67431537,-77.81
LIMA,BARRANCA,PARAMONGA,PORVENIR,-10.64192,-77.81
LIMA,BARRANCA,PARAMONGA,LAMPAY,-10.63937,-77.80364
LIMA,BARRANCA,PARAMONGA,LA CALERA,-10.65385,-77.79301
LIMA,BARRANCA,PARAMONGA,TOTORAL,-10.65298,-77.79331
LIMA,BARRANCA,PARAMONGA,SAN PABLO,-10.66006667,-77.81
LIMA,BARRANCA,PARAMONGA,SAN PEDRO,-10.66169,-77.81
LIMA,BARRANCA,PARAMONGA,LA FORTALEZA,-10.655135,-77.8351
LIMA,BARRANCA,PARAMONGA,CANOA BAJO,-10.68572,-77.81
LIMA,BARRANCA,PARAMONGA,CANOA (GRINGO MUERTO),-10.69025,-77.81
LIMA,BARRANCA,PARAMONGA,CANOA ALTO,-10.69092,-77.81
LIMA,BARRANCA,PARAMONGA,COVATIERRA,-10.69972,-77.81
LIMA,BARRANCA,SUPE,SUPE,-10.79575749,-77.71
LIMA,BARRANCA,SUPE,VIRGEN DEL ROSARIO,-10.73837,-77.61
LIMA,BARRANCA,SUPE,RIO SECO,-10.80328,-77.6901
LIMA,BARRANCA,SUPE,EL MOLINO,-10.83225,-77.66436
LIMA,BARRANCA,SUPE,TUTUMO,-10.84639,-77.67001
LIMA,BARRANCA,SUPE,CARAL,-10.89004,-77.501
LIMA,BARRANCA,SUPE,LA MINKA,-10.78787954,-77.71
LIMA,BARRANCA,SUPE,LA MERCED-PURMACANA,-10.79685,-77.69394
LIMA,BARRANCA,SUPE PUERTO,SUPE PUERTO,-10.80446547,-77.7428461
LIMA,BARRANCA,SUPE PUERTO,REPARTICION,-10.77529,-77.721
LIMA,BARRANCA,SUPE PUERTO,SAN JOSE,-10.78778,-77.71
LIMA,CAJATAMBO,CAJATAMBO,UTCAS,-10.46693295,-77.05709271
LIMA,CAJATAMBO,CAJATAMBO,HUAYNUPAMPA,-10.47577,-77.001
LIMA,CAJATAMBO,COPA,COPA,-10.38640274,-77.07921
LIMA,CAJATAMBO,GORGOR,GORGOR,-10.62075,-77.041
LIMA,CAJATAMBO,HUANCAPON,CAJAMARQUILLA,-10.49930197,-77.05534456
LIMA,CAJATAMBO,MANAS,MANAS,-10.59526,-77.1
LIMA,CAJATAMBO,MANAS,YANAPAMPA,-10.60247,-77.34256
LIMA,CANTA,CANTA,QUINTA ROSADA,-11.47094,-76.61
LIMA,CANTA,CANTA,LLAMALQUE,-11.45895667,-76.61
LIMA,CANTA,CANTA,SIPAYA,-11.45828667,-76.61
LIMA,CANTA,CANTA,HUACHULLANE,-11.45604,-76.61
LIMA,CANTA,CANTA,RUCUMA,-11.45927,-76.6201
LIMA,CANTA,CANTA,HUAYTARA,-11.46215,-76.61
LIMA,CANTA,CANTA,AGENE,-11.46382,-76.61
LIMA,CANTA,CANTA,TRANCA,-11.45938,-76.61
LIMA,CANTA,ARAHUAY,ARAHUAY,-11.62135061,-76.6701
LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,-11.49974,-76.74874
LIMA,CANTA,LACHAQUI,LACHAQUI,-11.55292,-76.62661
LIMA,CANTA,SAN BUENAVENTURA,LUCLE,-11.44773,-76.61
LIMA,CANTA,SAN BUENAVENTURA,LA ARENA,-11.44763667,-76.61
LIMA,CANTA,SAN BUENAVENTURA,LA BANDA,-11.44963692,-76.61
LIMA,CANTA,SANTA ROSA DE QUIVES,ZAPAN,-11.69873,-76.93622
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SAN ANTONIO,-13.08884,-76.41
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SANTA ROSA (SANTA ROSA BAJA),-13.09505,-76.3951
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CUIVA,-13.1048,-76.3631
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LA ESMERALDA,-13.11601,-76.39704
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LOS GIRASOLES,-13.07603633,-76.4021
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LA CRUZ,-13.13397,-76.3801
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,HUACA DE ORO,-13.12868162,-76.381
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,PEÑA,-13.13063,-76.38791
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CINCO CRUCES,-13.29285,-76.2571
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CAMINO REAL,-13.10462367,-76.371
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CHOMBO,-13.1016489,-76.3860991
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LOS ATUNCAR,-13.10478,-76.391
LIMA,CAÑETE,ASIA,PAMPA DOLORES,-12.72787,-76.61
LIMA,CAÑETE,ASIA,9 DE OCTUBRE,-12.73628,-76.61
LIMA,CAÑETE,ASIA,CHOCALLA,-12.73406,-76.61
LIMA,CAÑETE,ASIA,ISLA BAJA (LA ISLA),-12.77579,-76.52635
LIMA,CAÑETE,ASIA,LA JOYA,-12.79352,-76.561
LIMA,CAÑETE,ASIA,MAL PASO,-12.80624,-76.5561
LIMA,CAÑETE,ASIA,PLAYA BONITA,-12.785016,-76.591
LIMA,CAÑETE,ASIA,PLAYA EL SOL,-12.758687,-76.61
LIMA,CAÑETE,ASIA,PLAYA BLANCA,-12.761894,-76.61
LIMA,CAÑETE,ASIA,PLAYA CHUPICALLA,-12.73767,-76.6341
LIMA,CAÑETE,ASIA,PLAYA BORA BORA,-12.756394,-76.61
LIMA,CAÑETE,ASIA,PLAYA EL GOLF,-12.745085,-76.631
LIMA,CAÑETE,ASIA,PLAYA ISLA,-12.766745,-76.61
LIMA,CAÑETE,ASIA,PLAYA LOS FLAMENCOS,-12.765601,-76.61
LIMA,CAÑETE,ASIA,PLAYA PALILLOS,-12.89246998,-76.51
LIMA,CAÑETE,ASIA,PLAYA LA RIVIERA FRANCESA,-12.85283,-76.51
LIMA,CAÑETE,ASIA,CONTRY CLUB DE VILLA,-12.86699,-76.51
LIMA,CAÑETE,CALANGO,LA VUELTA YUNCAVIRI,-12.52475,-76.5239
LIMA,CAÑETE,CALANGO,LA OROYA (MAQUINA),-12.52812,-76.54996
LIMA,CAÑETE,CALANGO,HACIENDA VIEJA,-12.52584833,-76.55441
LIMA,CAÑETE,CALANGO,CASA BLANCA,-12.52592167,-76.555501
LIMA,CAÑETE,CALANGO,SAN PEDRO,-12.524615,-76.56662667
LIMA,CAÑETE,CALANGO,BUENOS AIRES,-12.52233833,-76.570495
LIMA,CAÑETE,CALANGO,NICOCHAY,-12.52645,-76.57281
LIMA,CAÑETE,CALANGO,HUANCAVELICA,-12.52727167,-76.567081
LIMA,CAÑETE,CERRO AZUL,PUERTO GALLARDO,-12.96185,-76.51
LIMA,CAÑETE,CERRO AZUL,LA JONDA,-12.97207726,-76.50421
LIMA,CAÑETE,CERRO AZUL,LOS LOBOS,-12.97955639,-76.50472869
LIMA,CAÑETE,CERRO AZUL,SAN JUAN DE IHUANCO,-12.99708,-76.4505
